mes_registro,periodo_registro,entidad_registro,municipio_registro,ubicacion_establecimiento,total_trabajadores,total_hombres,total_mujeres,total_no_especificado,actividad_economica,motivo_convenio,modalidad_contrato,clase_contrato,monto_pago,estatus_expediente
enero ,2025,Nuevo Leon ,Linares,GALEANA,1,1,0,0,Comercio al por menor de abarrotes y alimentos,Despido,con contrato,individual,30000,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,0,1,0,Consultorios dentales,Despido_Pago de prestaciones_Derecho de antigüedad,con contrato,individual,50000,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,MONTEMORELOS,1,1,0,0,Comercio al por menor de abarrotes y alimentos,Despido,con contrato,individual,140000,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,Allende,1,0,1,0,Servicios de apoyo a los negocios,Despido,con contrato,individual,42000,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,Allende,1,0,1,0,Servicios de apoyo a los negocios,Despido,con contrato,individual,5000,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,0,1,0,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Despido,con contrato,individual,20000,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,MONTEMORELOS,1,0,1,0,Servicios de apoyo a los negocios,Despido,con contrato,individual,30000,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,Allende,1,0,1,0,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Despido,con contrato,individual,20000,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,0,1,0,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Despido,con contrato,individual,22000,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,0,0,1,Recoleccion de residuos,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,5000,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,1,0,0,Otras construcciones de ingenieria civil,Despido,con contrato,individual,15000,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,1,0,0,Servicios de apoyo a los negocios,Despido,con contrato,individual,28000,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,1,0,0,Servicios combinados de apoyo en instalaciones,Despido,con contrato,individual,50000,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,1,0,0,Comercio al por menor de otros alimentos,Despido,con contrato,individual,16967.04,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,Allende,1,0,1,0,Servicios de apoyo a los negocios,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,7000,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,1,0,0,fabricacion de maquinaria y equipo,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,28146.2,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,0,1,0,"Comercio al por menor exclusivamente a traves de internet, y catalogos impresos, television y similares",Despido,con contrato,individual,31000,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,Allende,1,1,0,0,Otros servicios relacionados con el transporte,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,7052,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,MONTEMORELOS,1,1,0,0,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,1892,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,0,1,0,Otros consultorios para el cuidado de la salud,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,2509.65,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,Allende,1,0,1,0,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,2641.88,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,MONTERREY,1,1,0,0,Servicios de apoyo a los negocios,Despido,con contrato,individual,40000,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,0,1,0,Servicios de apoyo a los negocios,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,3500,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,SANTIAGO,1,1,0,0,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,5557.57,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,1,0,0,Servicios de apoyo a los negocios,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,13634,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,MONTEMORELOS,1,1,0,0,Comercio al por menor de otros alimentos,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,8899.75,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,SANTIAGO,1,1,0,0,Otros servicios relacionados con el transporte,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,800000,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,0,1,0,Servicios de alojamiento temporal,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,2732.81,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,0,1,0,Otros servicios de asistencia social,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,9675,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,Allende,1,1,0,0,Otros servicios relacionados con el transporte,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,4678.39,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,MONTEMORELOS,1,0,1,0,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,20000,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,Allende,1,1,0,0,Servicios de apoyo a los negocios,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,4326.1,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,1,0,0,Servicios de apoyo a los negocios,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,32000,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,1,0,0,Comercio al por mayor de dulces y materias primas para reposteria,Rescision de parte del patron,con contrato,individual,3393491.64,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,MONTEMORELOS,1,1,0,0,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,20490,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,1,0,0,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Rescision de parte del patron,con contrato,individual,15000,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,MONTEMORELOS,1,1,0,0,Servicios de apoyo a los negocios,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,157686.13,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,MONTEMORELOS,1,1,0,0,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,70000,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,MONTEMORELOS,1,0,1,0,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Rescision de parte del patron,con contrato,individual,64857.04,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,MONTEMORELOS,1,0,1,0,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Rescision de parte del patron,con contrato,individual,64060.27,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,5,0,0,5,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Pago de prestaciones,con contrato,individual,10328,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,MONTEMORELOS,1,1,0,0,Servicios de apoyo a los negocios,Pago de prestaciones,con contrato,individual,1431,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,0,0,1,Servicios de apoyo a los negocios,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,15428,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,MONTERREY,1,0,0,1,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Pago de prestaciones,con contrato,individual,9930.99,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,MONTERREY,1,0,0,1,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Pago de prestaciones,con contrato,individual,32500,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,1,0,0,Servicios de apoyo a los negocios,Despido,con contrato,individual,35000,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,1,0,0,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Despido,con contrato,individual,170000,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,0,0,1,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Pago de prestaciones,con contrato,individual,8276,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,0,0,1,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Pago de prestaciones,con contrato,individual,5581,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,0,0,1,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Pago de prestaciones,con contrato,individual,9024,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,MONTEMORELOS,1,1,0,0,Servicios de apoyo a los negocios,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,179.82,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,2,2,0,0,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,1544140.01,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,MONTEMORELOS,1,1,0,0,Servicios de apoyo a los negocios,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,210000,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,0,0,1,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Pago de prestaciones,con contrato,individual,9500,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,1,0,0,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,40000,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,1,0,0,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Pago de prestaciones,con contrato,individual,31491.98,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,MONTEMORELOS,1,1,0,0,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,25021.65,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,1,0,0,Comercio al por mayor de otros alimentos,Rescision de parte del patron,con contrato,individual,134972.74,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,1,0,0,Servicios de apoyo a los negocios,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,4000,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,GALEANA,1,0,0,1,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Pago de prestaciones,con contrato,individual,8607.6,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,Allende,1,1,0,0,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,8707.54,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,Allende,1,1,0,0,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,4531.06,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,Allende,1,1,0,0,Servicios de apoyo a los negocios,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,4989.58,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,LINARES,1,0,0,1,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,5000,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,MONTEMORELOS,2,1,1,0,Servicios de apoyo a los negocios,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,2749,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,MONTEMORELOS,1,1,0,0,Servicios de apoyo a los negocios,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,3358,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,MONTEMORELOS,1,0,1,0,Servicios de apoyo a los negocios,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,6160.14,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,MONTEMORELOS,1,0,1,0,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,952.78,con conciliacion 
enero ,2025,Nuevo Leon ,Linares,MONTEMORELOS,1,0,1,0,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,837.92,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Servicios personales,Despido,con contrato,individual,65343.16,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GARCIA,1,0,1,0,Servicios de reparacion y mantenimiento,Despido_Pago de prestaciones,con contrato,individual,100000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Comercio al por menor de gasolina y diesel,Despido,con contrato,individual,24000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Servicios de recepcion de llamadas telefonicas y promocion por telefono,Despido,con contrato,individual,4500,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GENERAL ESCOBEDO,1,1,0,0,"Comercio al por mayor de camiones y de partes y refacciones nuevas para automoviles, camionetas y camiones",Despido,con contrato,individual,55000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,1,0,0,Alquiler sin intermediacion de salones para fiestas y convenciones,Despido,con contrato,individual,14500,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SANTA CATARINA,1,1,0,0,Comercio al por mayor de otros materiales para la construccion y materias primas para otras industrias,Despido,con contrato,individual,72534.01,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Restaurantes de autoservicio,Despido,con contrato,individual,4500,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GARCIA,1,1,0,0,fabricacion de equipo para soldar y soldaduras,Despido,con contrato,individual,42295,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Apodaca,1,1,0,0,Otros consultorios del sector privado para el cuidado de la salud,Despido,con contrato,individual,35000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,PESQUERIA,1,0,1,0,"Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco",Despido,con contrato,individual,10500,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Cienega de Flores,1,1,0,0,fabricacion de otros productos de plastico sin reforzamiento,Despido,con contrato,individual,8000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Consultorios de medicina general del sector privado,Despido,con contrato,individual,15000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SALINAS VICTORIA,1,1,0,0,Comercio al por mayor de combustibles de uso industrial,Despido,con contrato,individual,20000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,1,0,0,"Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco",Despido,con contrato,individual,20000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SAN NICOLAS DE LOS GARZA,1,0,1,0,fabricacion de productos a base de arcillas y minerales refractarios,Despido,con contrato,individual,30000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Apodaca,1,1,0,0,Servicios de mensajeria y paqueteria,Despido,con contrato,individual,30000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GUADALUPE,1,1,0,0,"Comercio al por mayor de maquinaria, equipo y mobiliario para actividades agropecuarias, industriales, de servicios y comerciales, y de otra maquinaria y equipo de uso general",Despido,con contrato,individual,42500,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Apodaca,1,1,0,0,Servicios de apoyo a los negocios,Despido,con contrato,individual,8000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Cienega de Flores,1,1,0,0,Recoleccion de residuos,Pago de prestaciones,con contrato,individual,5789.27,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Cienega de Flores,1,0,1,0,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Despido,con contrato,individual,32000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SAN NICOLAS DE LOS GARZA,1,1,0,0,Comercio al por mayor de carne de aves,Despido,con contrato,individual,55000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Servicios inmobiliarios,Despido,con contrato,individual,30000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,"Servicios de contabilidad, auditoria y servicios relacionados",Despido_Pago de prestaciones,con contrato,individual,30000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,construccion de obras de ingenieria civil,Despido,con contrato,individual,24000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Cienega de Flores,1,1,0,0,Otras industrias manufactureras,Despido,con contrato,individual,108769.2,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Apodaca,1,1,0,0,"Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,11500,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,"Cimentaciones, montaje de estructuras prefabricadas y trabajos en exteriores",Despido,con contrato,individual,14000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GUADALUPE,1,1,0,0,Instalaciones y equipamiento en construcciones,Despido,con contrato,individual,25000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros trabajos especializados para la construccion,Despido,con contrato,individual,40000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GUADALUPE,1,1,0,0,"Comercio al por mayor de camiones y de partes y refacciones nuevas para automoviles, camionetas y camiones",Despido,con contrato,individual,25321.24,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GUADALUPE,1,0,1,0,Servicios de revelado e impresion de fotografias y otros servicios personales,Despido,con contrato,individual,27000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Apodaca,1,0,1,0,Servicios de apoyo a los negocios,Despido,con contrato,individual,12000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Apodaca,2,2,0,0,Comercio al por mayor de abarrotes y alimentos,Despido,con contrato,individual,32000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SANTA CATARINA,1,0,1,0,Escuelas del sector privado que combinan diversos niveles de educacion,Despido,con contrato,individual,150000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,DOCTOR ARROYO,1,1,0,0,"Comercio al por mayor de materiales para la construccion, excepto de madera y metalicos",Despido,con contrato,individual,17000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SALINAS VICTORIA,1,0,1,0,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Despido,con contrato,individual,10672,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SAN NICOLAS DE LOS GARZA,1,0,1,0,construccion de obras de ingenieria civil,Despido,con contrato,individual,19000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Apodaca,1,1,0,0,Servicios de apoyo a los negocios,Despido,con contrato,individual,14500,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Restaurantes con servicio de preparacion de alimentos a la carta o de comida corrida,Despido,con contrato,individual,20000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Servicios de limpieza,Despido,con contrato,individual,13000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GARCIA,1,1,0,0,Comercio al por mayor de carnes rojas,Despido,con contrato,individual,20000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,CUAUHTEMOC,1,1,0,0,"Servicios de investigacion, proteccion y seguridad",Despido,con contrato,individual,50000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SANTA CATARINA,1,0,1,0,"Comercio al por menor de articulos de ferreteria, tlapaleria y vidrios",Despido,con contrato,individual,7000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Cienega de Flores,1,1,0,0,"Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco",Despido,con contrato,individual,34000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,"Servicios de investigacion, proteccion y seguridad",Despido,con contrato,individual,17000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GUADALUPE,1,1,0,0,Otras industrias manufactureras,Despido,con contrato,individual,150049.15,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,construccion de obras de ingenieria civil,Despido,con contrato,individual,5850,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GENERAL ESCOBEDO,1,1,0,0,Comercio al por mayor de productos textiles y calzado,Despido,con contrato,individual,47584.43,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Comercio al por menor de productos farmaceuticos y naturistas,Despido,con contrato,individual,14500,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,impresion,Despido,con contrato,individual,30000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SALINAS VICTORIA,1,1,0,0,Autotransporte de carga general,Despido,con contrato,individual,125000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,fabricacion de estructuras metalicas y productos de herreria,Despido,con contrato,individual,25000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GARCIA,1,1,0,0,construccion de obras de generacion y conduccion de energia electrica y de obras para telecomunicaciones,Despido,con contrato,individual,21000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GARCIA,1,1,0,0,Otros servicios personales,Despido,con contrato,individual,10000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SAN NICOLAS DE LOS GARZA,1,1,0,0,Otros trabajos especializados para la construccion,Despido,con contrato,individual,63000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Comercio al por menor de articulos para el cuidado de la salud,Despido,con contrato,individual,10000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Servicios personales,Despido,con contrato,individual,30000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SAN NICOLAS DE LOS GARZA,1,1,0,0,Servicios de preparacion de alimentos y bebidas,Despido,con contrato,individual,10000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,"Servicios de investigacion, proteccion y seguridad",Despido,con contrato,individual,80000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,"Servicios de investigacion, proteccion y seguridad",Despido,con contrato,individual,12000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Otros servicios de orientacion y trabajo social prestados por el sector privado,Pago de prestaciones,con contrato,individual,85000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,EL CARMEN,1,0,1,0,fabricacion de productos de plastico,Despido,con contrato,individual,20000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Apodaca,1,1,0,0,construccion de obras de ingenieria civil,Despido,con contrato,individual,40000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GUADALUPE,1,1,0,0,"Servicios de investigacion, proteccion y seguridad",Despido,con contrato,individual,14000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,1,0,0,Servicios de apoyo a los negocios,Despido,con contrato,individual,68861.42,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,"Servicios profesionales, cientificos y tecnicos",Despido,con contrato,individual,19105,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Servicios de apoyo a los negocios,Despido,con contrato,individual,10000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SAN NICOLAS DE LOS GARZA,1,1,0,0,Elaboracion de tortillas de maiz y molienda de nixtamal,Pago de prestaciones,con contrato,individual,30000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Elaboracion de tortillas de maiz y molienda de nixtamal,Despido,con contrato,individual,45000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Apodaca,1,0,1,0,"Servicios de casetas telefonicas, recepcion de llamadas y promocion por telefono",Despido,con contrato,individual,47000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Servicios de comedor para empresas e instituciones,Despido,con contrato,individual,18000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GARCIA,1,1,0,0,Servicios personales,Despido,con contrato,individual,75000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Allende,1,1,0,0,"Comercio al por mayor de materiales para la construccion, excepto de madera y metalicos",Despido,con contrato,individual,22000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GENERAL ESCOBEDO,1,1,0,0,Otros servicios personales,Despido,con contrato,individual,28300,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Apodaca,1,1,0,0,fabricacion de maquinaria y equipo para otras industrias manufactureras,Despido,con contrato,individual,165000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Naucalpan de Juarez,1,1,0,0,"Comercio al por menor de articulos de ferreteria, tlapaleria y vidrios",Despido,con contrato,individual,120000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Apodaca,1,0,1,0,Comercio al por mayor de maquinaria y equipo para los servicios y para actividades comerciales,Rescision de la relacion de trabajo,con contrato,individual,45000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Comercio al por mayor de pintura,Despido,con contrato,individual,6000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Servicios de publicidad y actividades relacionadas,Despido,con contrato,individual,21000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,0,1,0,Servicios de comedor para empresas e instituciones,Despido,con contrato,individual,168000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,"Servicios artisticos, culturales y deportivos, y otros servicios relacionados",Despido,con contrato,individual,36080.07,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,compañias de seguros y fianzas,Despido,con contrato,individual,245000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Servicios legales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,9110.73,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,construccion de obras de ingenieria civil,Despido,con contrato,individual,56000,con conciliacion 
