mes_registro,periodo_registro,entidad_registro,municipio_registro,ubicacion_establecimiento,total_trabajadores,total_hombres,total_mujeres,total_no_especificado,actividad_economica,motivo_convenio,modalidad_contrato,clase_contrato,monto_pago,estatus_expediente
mayo,2025,Nuevo Leon ,Monterrey,Apodaca,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,7721.06,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,"Comercio al por mayor de productos farmaceuticos, de perfumeria, articulos para el esparcimiento, electrodomesticos menores y aparatos de linea blanca",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,41172.4,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SAN NICOLAS DE LOS GARZA,1,1,0,0,reparacion y mantenimiento de articulos para el hogar y personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,13275.16,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SAN NICOLAS DE LOS GARZA,1,0,1,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,13445,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Servicios personales,Rescision de parte del patron,con contrato,individual,62966.12,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,GUADALUPE,1,0,1,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,17500,con conciliacion 
mayo,2025,Nuevo Leon ,Monterrey,Apodaca,2,0,0,2,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,40945.19,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,Apodaca,1,1,0,0,Consultorios medicos,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,5630.54,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,Apodaca,1,0,1,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,1753.2,con conciliacion 
mayo,2025,Nuevo Leon ,Monterrey,MARIN,1,0,0,1,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,6670.2,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Comercio al por mayor de maquinaria y equipo para los servicios y para actividades comerciales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,22616.44,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,Apodaca,6,6,0,0,Otros servicios recreativos prestados por el sector privado,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,47465,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,2440.8,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,0,1,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,29103.06,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,GENERAL ESCOBEDO,2,1,1,0,Comercio al por mayor de madera para la construccion y la industria,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,17042.95,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,68679.4,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,GENERAL ESCOBEDO,2,2,0,0,Otros servicios personales,Rescision de parte del patron,con contrato,individual,96396.45,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,0,1,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,13057.49,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,reparacion y mantenimiento de articulos para el hogar y personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,6421.55,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,3,1,2,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,9663.62,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,0,1,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,8502.03,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Restaurantes con servicio de preparacion de alimentos a la carta o de comida corrida,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,5800,con conciliacion 
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,0,1,reparacion y mantenimiento de articulos para el hogar y personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,2030.81,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,0,1,0,administracion de fondos para el retiro,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,3202.54,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,2800,con conciliacion 
mayo,2025,Nuevo Leon ,Monterrey,GUADALUPE,1,1,0,0,Comercio al por mayor de articulos de papeleria,Pago de prestaciones_Terminacion voluntaria de la relacion de trabajo,con contrato,individual,515250,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,2,2,0,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,141911.01,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,Apodaca,1,0,1,0,Servicios personales,Rescision de parte del patron,con contrato,individual,25005.2,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,reparacion y mantenimiento de maquinaria y equipo industrial,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,14233.12,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,GUADALUPE,1,1,0,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,37841.36,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,24866.84,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SANTA CATARINA,1,1,0,0,Otros servicios recreativos prestados por el sector privado,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,12200,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,1655.72,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,2670.16,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,Apodaca,1,1,0,0,fabricacion de otros productos de plastico,Pago de prestaciones_Terminacion voluntaria de la relacion de trabajo,con contrato,individual,42877.6,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,3369.78,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,3,2,1,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,10800,con conciliacion 
mayo,2025,Nuevo Leon ,Monterrey,SAN NICOLAS DE LOS GARZA,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,2133.4,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Corporativos,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,21230.19,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Comercio al por mayor de otros alimentos,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,143814,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Autotransporte de carga especializado,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,3500,con conciliacion 
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Comercio al por menor de abarrotes y alimentos,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,25000,con conciliacion 
mayo,2025,Nuevo Leon ,Monterrey,Apodaca,1,1,0,0,reparacion y mantenimiento de articulos para el hogar y personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,5036.4,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,GUADALUPE,2,2,0,0,Elaboracion de tortillas de maiz y molienda de nixtamal,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,5802.74,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,0,1,Hospitales generales del sector privado,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,19978.6,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,3300,con conciliacion 
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Servicios educativos,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,175549.95,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,0,1,0,Servicios de contabilidad y auditoria,Rescision de parte del patron,con contrato,individual,92763.67,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SAN NICOLAS DE LOS GARZA,1,0,0,1,Comercio al por mayor de otras materias primas para otras industrias,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,63107.19,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,45853.78,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,40800,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,1,0,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,2712.32,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SAN NICOLAS DE LOS GARZA,1,1,0,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,16461.91,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,Apodaca,1,1,0,0,"Servicios de investigacion, proteccion y seguridad",Rescision de parte del patron,con contrato,individual,4985,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,GUADALUPE,3,3,0,0,Otros servicios de apoyo a los negocios,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,50003.65,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SANTA CATARINA,1,0,0,1,Servicios de revelado e impresion de fotografias y otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,175697.41,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SANTA CATARINA,1,0,1,0,Otras industrias alimentarias,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,1845.65,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SANTA CATARINA,1,0,0,1,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,83105.4,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SAN NICOLAS DE LOS GARZA,1,1,0,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,1407.79,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,GUADALUPE,1,1,0,0,Comercio al por mayor de materiales metalicos para la construccion y la manufactura,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,4369.8,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,reparacion y mantenimiento de articulos para el hogar y personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,5822.14,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Comercio al por mayor de materiales metalicos para la construccion y la manufactura,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,2560.12,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,"Servicios profesionales, cientificos y tecnicos",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,21238.47,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SANTA CATARINA,1,0,0,1,Otros servicios personales,Rescision de parte del patron,con contrato,individual,65000,con conciliacion 
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,reparacion y mantenimiento de articulos para el hogar y personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,1993.78,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,"Servicios profesionales, cientificos y tecnicos",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,21080.6,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,reparacion y mantenimiento de articulos para el hogar y personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,1714.87,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Servicios de revelado e impresion de fotografias y otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,23634.56,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Hospitales generales del sector privado,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,33043.32,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,0,0,1,reparacion y mantenimiento de articulos para el hogar y personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,11159,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SAN NICOLAS DE LOS GARZA,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,8897.05,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SAN NICOLAS DE LOS GARZA,4,4,0,0,Servicios de mensajeria y paqueteria,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,25592.83,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,GENERAL ZUAZUA,1,0,1,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,2126.47,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Comercio al por mayor de articulos de perfumeria y cosmeticos,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,18677.4,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios personales,Pago de prestaciones,con contrato,individual,12000,con conciliacion 
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Autotransporte de carga general,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,4450.05,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,Apodaca,1,1,0,0,Comercio al por mayor de carnes,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,2848.6,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,68767,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,29937.76,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,1366.78,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,2,0,2,0,Otros servicios recreativos prestados por el sector privado,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,14812.74,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,23000,con conciliacion 
mayo,2025,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,2,0,2,0,"Comercio al por mayor de materiales para la construccion, excepto de madera y metalicos",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,23235,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,construccion de obras de ingenieria civil,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,41000,con conciliacion 
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,206132.32,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,2,2,0,0,"fabricacion de equipo de aire acondicionado, calefaccion, y de refrigeracion industrial y comercial",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,11611.54,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otras instituciones de intermediacion crediticia y financiera no bursatil,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,5200,con conciliacion 
mayo,2025,Nuevo Leon ,Monterrey,GUADALUPE,2,2,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,56750,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SAN NICOLAS DE LOS GARZA,1,0,1,0,reparacion y mantenimiento de articulos para el hogar y personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,1500,con conciliacion 
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,20703.72,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,2,2,0,0,Notarias publicas,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,111222.85,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Agencias de cobranza,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,2732.81,con conciliacion 
mayo,2025,Nuevo Leon ,Monterrey,SANTA CATARINA,2,2,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,7346.97,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,"Servicios de investigacion, proteccion y seguridad",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,1366.78,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,2,1,1,0,Servicios de revelado e impresion de fotografias y otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,8377.4,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SANTA CATARINA,2,1,1,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,18500,con conciliacion 
mayo,2025,Nuevo Leon ,Monterrey,SAN NICOLAS DE LOS GARZA,1,1,0,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,3092.87,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,Allende,1,1,0,0,reparacion y mantenimiento de articulos para el hogar y personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,3937.37,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SAN NICOLAS DE LOS GARZA,1,1,0,0,Comercio al por mayor de materias primas para la industria,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,101847.34,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Otros servicios recreativos prestados por el sector privado,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,55000,con conciliacion 
mayo,2025,Nuevo Leon ,Monterrey,Apodaca,2,0,2,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,1305,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,0,0,1,Otros servicios recreativos prestados por el sector privado,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,8935.59,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,GUADALUPE,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,32549.08,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,0,1,Servicios de proteccion y custodia mediante el monitoreo de sistemas de seguridad,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,30000,con conciliacion 
mayo,2025,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,1,0,0,"Servicios profesionales, cientificos y tecnicos",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,14243,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,0,1,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,100000,con conciliacion 
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,0,1,Otros servicios recreativos prestados por el sector privado,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,61771.39,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,GENERAL ESCOBEDO,1,0,1,0,Otros servicios recreativos prestados por el sector privado,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,11593.8,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,GUADALUPE,4,2,2,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,157850,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,3,0,0,3,"Servicios profesionales, cientificos y tecnicos",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,24427,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,"Otros servicios profesionales, cientificos y tecnicos",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,21004.53,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SANTA CATARINA,1,0,1,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,8270,con conciliacion 
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios personales,Rescision de parte del patron,con contrato,individual,74469.9,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,21004.53,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,1505,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,"Servicios profesionales, cientificos y tecnicos",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,62385.36,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,0,1,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,4130.96,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,0,1,Otros servicios recreativos prestados por el sector privado,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,11620.96,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,1,0,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,837.6,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,4,0,0,4,Servicios de preparacion de otros alimentos para consumo inmediato,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,11168.99,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,GUADALUPE,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,1115.68,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,15534,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,21004.53,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,1,0,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,1469.11,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SAN NICOLAS DE LOS GARZA,1,1,0,0,Servicios de reparacion y mantenimiento,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,3568,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,GUADALUPE,1,1,0,0,reparacion y mantenimiento de articulos para el hogar y personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,3348.34,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,Cienega de Flores,1,0,1,0,Restaurantes con servicio de preparacion de alimentos a la carta o de comida corrida,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,3877.81,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,3282.65,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,GUADALUPE,1,1,0,0,Restaurantes con servicio de preparacion de alimentos a la carta o de comida corrida,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,5395.76,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,1,0,0,Industrias conexas a la impresion,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,75000,con conciliacion 
mayo,2025,Nuevo Leon ,Monterrey,LINARES,1,1,0,0,"Comercio al por menor de bebidas, hielo y tabaco",Pago de prestaciones,con contrato,individual,120000,con conciliacion 
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otras industrias manufactureras,Rescision de parte del patron,con contrato,individual,2200,con conciliacion 
mayo,2025,Nuevo Leon ,Monterrey,Apodaca,2,0,0,2,reparacion y mantenimiento de articulos para el hogar y personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,19918.4,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,Apodaca,1,1,0,0,Servicios de ingenieria,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,326885.85,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SALINAS VICTORIA,4,3,1,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,94600,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Autotransporte local de carga general,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,100000,con conciliacion 
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,2,2,0,0,Servicios de revelado e impresion de fotografias y otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,4318.91,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,SANTA CATARINA,1,0,1,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,66030.26,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,GUADALUPE,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,33236,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,0,1,Autotransporte de carga general,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,480.82,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,Apodaca,1,1,0,0,Otros servicios recreativos prestados por el sector privado,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,3645.12,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,Apodaca,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,59907.63,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Otros servicios recreativos prestados por el sector privado,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,53958,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Comercio al por mayor de materias primas para la industria,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,12610.73,con conciliacion
mayo,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios recreativos prestados por el sector privado,Pago de prestaciones,con contrato,individual,120000,con conciliacion 
